554	1214824034	2	1056
554	1215943454	31	864
554	1223370748	56	1992
554	1169390471	42	724
554	1196936882	1	963
570	1218201944	62	977
570	1208609275	51	1182
570	1205691123	74	943
570	1218840577	70	2468
570	1208017498	19	681
570	1214792458	53	940
570	1207489875	67	931
570	1229499184	53	1823
584	1211132629	37	1791
584	1209984466	40	917
584	1216364813	71	1429
584	1214515504	79	3279
584	1221045921	56	1556
584	1203731154	62	1146
584	1226718098	29	3218
584	1223532687	37	996
584	1202120426	1	880
584	1175160114	62	6601
598	1211194604	13	1066
598	1220952333	51	4063
598	1211204767	77	817
598	1206582247	7	1100
598	1215587644	22	2097
598	1225873778	56	7071
598	1225544287	10	1066
616	1219720898	22	1668
616	1149260362	33	677
616	1217674031	27	2136
616	1218242295	59	2007
616	1210847041	77	990
616	1227342659	62	3468
616	1216951994	47	1178
616	1218917549	72	1387
616	1212138726	77	3108
616	1199935706	96	1094
616	1206517835	81	758
616	1212366199	1	1973
627	1220267015	25	1229
627	1216311662	69	829
627	1205061458	83	1291
627	1194152212	76	704
627	1210912398	80	761
627	1217226330	49	1096
627	1204206261	75	1081
627	1208775951	55	749
627	1209003277	2	1011
627	1218764955	42	1285
627	1225324818	51	3690
627	1219116661	5	1235
627	1209655618	5	1493
627	1204719754	3	980
646	1213938836	36	1301
646	1215808345	24	1316
646	1221300527	10	2988
646	1203514219	3	715
646	1225378515	40	2159
646	1223052040	30	1116
646	1212793271	72	1203
646	1221727393	62	1079
661	1212240891	82	968
661	1204056024	91	1122
661	1222040715	46	1457
661	1221020221	3	1029
661	1203446322	59	1487
661	1216746381	68	778
661	1212821626	79	736
661	1221179226	34	1025
661	1208492267	54	811
680	1219796032	46	2180
680	1220358761	4	889
680	1143465374	12	1023
680	1208143436	1	797
680	1178873867	53	1216
680	1204835553	63	972
680	1208057057	55	852
680	1151778277	4	2534
680	1213008311	87	2083
680	1205664614	82	874
680	1212013327	3	907
680	1218067543	58	846
680	1211915199	38	2375
680	1212711553	59	807
680	1145899353	3	2280
695	1226354313	50	846
695	1225418760	47	2519
695	1216515751	63	859
695	1218976571	56	1215
695	1223975738	5	1124
695	1216630399	5	1025
695	1213073316	4	1506
695	1212137149	26	1127
709	1212409841	52	1640
709	1210379281	61	880
709	1221752296	38	1028
709	1204581782	22	788
709	1215046021	52	1367
709	1150351022	52	1279
709	1208380837	6	1315
709	1208864742	46	2259
724	1217892428	64	1066
724	1229779133	48	3051
724	1166026714	63	1721
724	1212135128	85	2434
724	1217459114	67	836
742	1143522898	7	2535
742	1216239996	3	3304
742	1215331559	34	862
742	1214441877	35	679
742	1217088353	2	1635
742	1172451866	45	10581
742	1219551475	68	918
742	1203769431	79	1263
742	1214505815	28	3343
742	1224371805	4	5081
742	1176331805	19	5884
757	1219008972	32	4302
757	1214816080	66	1127
757	1206088812	8	3894
757	1217693787	19	1954
757	1211480504	47	629
757	1219596526	30	986
773	1143014865	3	1447
773	1209176543	98	782
773	1221225428	17	9657
773	1226348841	27	3751
773	1218445547	23	1759
773	1214334925	82	1520
773	1226699878	1	992
793	1225306919	54	2334
793	1178797834	39	2578
793	1205532732	85	859
793	1138093924	5	1723
793	1227034257	41	3233
793	1204572284	9	686
793	1218908977	29	1147
808	1203657256	69	822
808	1218900529	43	1135
808	1225729550	40	1043
808	1218338208	53	903
808	1211519787	6	1219
808	1209465270	30	798
808	1208515408	1	1146
808	1212096510	45	919
808	1215891277	31	1740
808	1168788081	48	582
823	1204838863	88	702
823	1233738737	68	1182
823	1216006778	79	1281
823	1220192067	60	3213
823	1221722073	6	867
823	1216474603	3	776
823	1209629959	36	3400
823	1224838115	47	5784
823	1214152129	42	1004
839	1196773425	57	1033
839	1217599501	35	1685
839	1213547093	4	727
839	1216613651	68	1898
839	1221142518	49	701
839	1218554050	45	2129
861	1202168395	4	1749
861	1207868437	7	1050
861	1216447791	30	1046
861	1221606629	41	1360
861	1206808827	3	779
861	1212003750	3	843
861	1221293416	52	1500
882	1215080546	80	756
882	1218980356	37	4682
882	1231946593	12	786
882	1224986389	56	2656
882	1210265448	88	1252
882	1195683946	31	1146
903	1216422433	67	859
903	1202166270	6	830
903	1210632775	96	1162
903	1226987689	23	1568
903	1216103124	31	1124
903	1212040018	41	980
903	1217130094	28	1901
919	1219234209	48	964
919	1221093346	13	2090
919	1217860339	24	1269
919	1219071056	72	1350
919	1206930974	93	668
919	1221238807	1	2198
919	1207035711	2	1156
936	1224827081	1	1174
936	1154375391	11	1428
936	1212783223	44	1705
936	1208247381	60	1171
936	1217283907	52	1120
936	1209041315	98	590
936	1227916600	47	1716
936	1163223440	67	1304
936	1219148537	62	904
936	1224758380	50	1306
952	1208195808	3	1580
952	1203641813	91	1498
952	1212636996	90	877
952	1199708407	66	727
952	1207397135	5	936
952	1151917490	33	726
952	1213573858	5	1250
952	1208612957	1	1025
952	1220089356	3	1300
952	1208110460	10	1114
972	1211988723	64	1223
972	1201022483	1	980
972	1221028827	23	2952
972	1212376116	13	1923
972	1223527488	4	1200
972	1159444663	2	3365
972	1212209811	79	1044
972	1215090754	30	779
972	1225573612	52	1387
972	1204208191	65	824
972	1135277885	5	910
992	1220012543	31	1370
992	1205721525	6	737
992	1211410251	3	862
992	1220393756	27	1832
992	1208764509	152	889
992	1220794813	43	1856
992	1219034295	43	1205
992	1202684867	3	1351
992	1214181325	41	970
992	1205696791	3	1896
992	1188493803	57	737
992	1222571946	53	1023
992	1229464407	34	1120
1008	1216460425	38	1220
1008	1202534414	7	725
1008	1158213334	4	2989
1008	1219508385	40	2178
1008	1229119704	58	4314
1008	1226274516	53	995
1008	1158715167	76	934
1008	1212996704	36	1332
1008	1213418126	82	967
1008	1207307308	60	1548
1008	1204631329	2	856
1027	1217976500	66	1063
1027	1214726772	74	917
1027	1207273946	1	876
1027	1214134928	51	1038
1027	1218970191	3	4932
1027	1213525947	4	814
1027	1210321168	48	1434
1027	1136409015	6	2958
1027	1196352700	1	1354
1027	1220605003	64	1378
1027	1218069743	1	1123
1027	1142437473	11	2622
1045	1195602392	60	780
1045	1210601294	44	924
1045	1212609536	61	1308
1045	1208681524	3	1136
1045	1167400759	81	1172
1045	1208545419	3	803
1045	1209027686	3	1641
1065	1209969546	4	996
1065	1207268334	1	906
1065	1201050848	102	586
1065	1212208958	46	822
1065	1209394589	79	1111
1065	1138130355	7	2696
1065	1219517272	21	3676
1065	1211483186	57	895
1065	1219828429	63	828
1065	1225000151	36	955
1065	1209666436	70	1458
1081	1222925452	44	898
1081	1211087421	14	1367
1081	1142651887	4	2680
1081	1209119890	51	1579
1081	1209689040	39	743
1081	1210576146	89	626
1081	1175403625	35	1014
1099	1211021206	11	970
1099	1212574395	4	1007
1099	1222446749	57	932
1099	1211437662	39	954
1099	1225656123	32	2931
1099	1212105624	82	890
1099	1224755330	43	912
1099	1232289803	68	1709
1099	1167780646	63	4886
1099	1157690712	8	2365
1099	1207836650	18	1097
1099	1209201855	57	1005
1099	1219295924	56	2014
1112	1223621930	56	1247
1112	1168167440	46	881
1112	1209713575	57	909
1112	1217355923	32	938
1112	1215937495	42	908
1112	1205359951	64	864
1112	1216967550	28	982
1112	1199746147	66	1013
1112	1222773243	49	5373
1112	1217301859	3	911
1112	1141931445	2	1032
1112	1218249855	53	1706
1112	1208524991	31	1979
1130	1217773014	54	790
1130	1208568898	68	1090
1130	1213124161	78	1089
1130	1211765061	60	1031
1130	1217935325	20	3372
1130	1214482059	68	1304
1130	1202820524	61	703
1130	1209717023	1	878
1130	1216352648	65	1807
1130	1219017943	37	968
1130	1219177796	5	1529
1130	1147219287	5	1656
1152	1217678292	44	879
1152	1212937842	78	938
1152	1208904993	3	609
1152	1225085183	33	3605
1152	1225419924	27	5119
1152	1217444888	4	1576
1152	1221874616	45	2914
1152	1208429385	46	726
1152	1230828149	50	3364
1152	1210092758	4	1601
1166	1208270440	45	1116
1166	1219619985	58	1168

