0 0 53	6	41	2	1.22249	1.59818	59078.6	29577.1	2
0 0 53	10	83.5	3	1.1568	2.547	313173	156385	3
0 1 53	7	50.5	2	1.15009	1.51318	176604	88539.4	2
0 0 54	9	65.5	2	1.39742	1.68376	126673	63348.6	2
0 0 54	13	150	3	1.16291	2.32897	565231	282214	3
0 0 54	12	57	3	1.90176	4.20652	22471.5	10761.9	3
0 1 54	13	100.5	2	1.19945	1.67023	493347	325301	2
0 1 55	3	106.5	2	-3.79812	-inf	170604	181802	2
0 0 56	14	99	3	1.30309	2.23126	451463	225290	2
0 1 56	14	103	2	1.52928	2.51253	283384	185918	2
0 0 57	12	72.5	2	1.36682	2.10194	262860	131468	2
0 1 57	6	45	2	2.92	7.75907	47360	31403.8	2
0 1 58	95	140.5	77	2.75309	2.16548	559511	271658	77
0 0 59	11	87	3	1.37905	4.94787	353928	234474	2
0 0 59	9	95	3	1.18914	2.82579	457417	302441	2
0 1 59	21	148	3	1.39074	4.75267	833746	550012	2
0 1 60	2	99.5	1	-inf	-inf	224650	449285	1
0 0 61	6	53.5	3	1.32611	2.92531	87836.4	43884.7	3
0 1 61	3	111.5	2	271.956	-inf	379.049	335.889	1
0 0 62	13	97.5	2	1.43675	2.57915	407008	269246	2
0 1 62	2	75	1	-inf	-inf	8516.65	17026.3	1
0 0 63	16	130.5	2	1.41124	2.171	361307	237815	2
0 0 63	8	68	2	1.10188	1.44328	158200	79463	2
0 1 63	3	83	2	-1.03056	-inf	2110.49	2606.3	2
0 0 64	13	100.5	2	1.42136	2.36879	581010	385390	2
0 1 64	3	97	2	-1.38265	-inf	10265.7	12098.8	2
0 0 65	11	92	3	1.10556	2.43076	637122	318255	3
0 0 65	28	167.5	3	1.22499	2.12277	1.01053e+06	501839	3
0 0 65	9	78.5	3	1.07779	2.1613	357587	178464	3
0 0 65	11	96	3	1.32689	3.09573	533533	266435	3
0 1 65	32	138.5	3	1.3224	2.50082	821105	408857	2
0 1 66	3	167.5	184467440734166	-6.04242	0	912564	501839	184467440734166
0 0 67	8	114.5	3	1.07084	1.7287	347558	173666	3
0 1 67	2	77	1	-inf	-inf	5486.63	10795.9	1
0 0 69	12	75.5	2	1.51828	2.55729	270323	178379	2
0 0 69	10	87.5	3	1.19748	2.45873	397738	198658	3
0 0 69	10	30.5	1	3.45575	3.45575	4335.94	4424.06	1
0 1 69	2	71.5	1	-inf	-inf	280.119	527.854	1
0 1 70	5	94.5	4	0.382457	-inf	255763	128102	2
0 0 71	23	81.5	2	1.42015	2.35042	300492	189470	2
0 0 71	13	117	6	1.18979	2.59826	474376	230108	3
0 1 71	12	129	3	1.16358	2.21082	794967	396909	3
0 0 72	7	59	3	1.4014	3.08374	147905	73840.1	3
0 1 72	7	173	1	1.31193	1.31193	172460	161464	1
0 1 73	3	112.5	2	-1.17756	-inf	34088.9	41071.1	2
1 0 74	23	114.5	2	1.37253	2.24381	521324	344231	2
0 1 74	3	91.5	2	-1.15312	-inf	72404.5	87852.8	2
0 0 75	15	109.5	3	1.33016	2.30443	484256	242029	2
0 0 75	6	45	3	1.21316	2.36479	78210.5	39187.5	2
0 0 75	18	103.5	3	1.34769	2.64916	439388	219518	2
0 0 75	13	85	3	1.39822	3.287	298377	155703	2
0 0 75	6	47	2	1.1893	1.61014	90021.1	45280.4	2
0 0 75	6	52.5	3	1.21612	3.48624	143861	71907.5	3
0 0 75	23	72	3	1.09222	23.3044	252289	82807.8	2
0 0 75	6	40.5	3	1.51777	-2.48968	84715.9	42348.6	3
0 0 75	16	126.5	3	1.24706	3.17669	536924	354821	2
0 1 75	2	66	1	-inf	-inf	183841	367666	1
0 0 76	6	43.5	4	2.40217	25.2741	2230.95	1020.52	3
0 0 76	14	104	2	1.44886	2.71144	510568	338677	2
0 0 76	6	48	2	1.12925	1.58384	60798.3	40280.9	2
0 0 76	6	58	3	1.08826	2.21789	164561	82231.2	3
0 0 76	5	33	2	1.29414	1.65844	28678.6	28404.7	2
0 0 76	27	131.5	2	1.44849	2.19927	556205	364875	2
0 0 76	14	111.5	3	1.34399	2.43326	494464	247185	2
0 0 76	10	63.5	2	1.58993	2.94751	121027	79775.8	2
0 1 76	8	67	2	1.13727	1.58481	105984	69801	2
0 0 77	5	34	1	1.91863	1.91863	2004.61	1034.51	1
0 0 77	6	42.5	3	1.20566	2.26866	74124.4	37023.2	3
0 1 77	3	102	2	-1.64666	-inf	54826.4	63083.2	2
0 1 78	3	193.5	2	-1.50722	-inf	104909	91381.1	2
0 0 79	8	50.5	2	1.29961	1.73194	126996	63931.4	2
0 0 79	5	33.5	2	1.59905	2.42536	18973.9	18913.9	2
0 0 79	7	58.5	2	1.23272	2.1934	254822	168906	2
0 0 79	6	36.5	2	1.18683	1.86286	44605.4	29558.3	2
0 0 79	6	33.5	2	1.30199	1.64895	41361.1	27582.4	2
0 0 79	11	94.5	2	1.48318	3.13511	456275	302535	2
0 0 79	6	31.5	1	2.49074	2.49074	10741	20666.4	1
0 0 79	8	60.5	2	1.21084	1.71956	142938	94541.7	2
0 0 79	21	106.5	3	1.30516	2.67611	541249	269853	2
0 0 79	7	51.5	2	1.25734	1.74481	93398.3	46738	2
0 0 79	6	50.5	2	1.2901	2.29058	71165.9	47025.6	2
0 0 79	8	60	2	1.23047	1.72969	103405	68296.6	2
0 0 79	18	92.5	3	1.47033	4.26208	264225	173326	2
0 1 79	18	104	3	1.37904	2.53871	427816	213566	2
0 0 80	20	111	2	1.44437	2.48827	459203	302812	2
0 0 80	6	34.5	2	1.33933	1.7219	46013.3	30506.2	2
0 1 80	3	80.5	2	396.089	-inf	666.24	664.08	1
0 0 81	6	48	2	1.45094	2.75524	93723.3	62161.1	2
0 0 81	7	50	3	1.41494	3.43883	95157.4	47635.7	2
0 0 81	6	40	3	1.14581	3.0645	97797.9	48884.1	3
0 0 81	9	72.5	3	1.24629	2.91461	261591	131004	2
0 0 81	13	129.5	3	1.22898	2.70735	930540	464640	3
0 0 81	9	51	2	2.77848	3.66431	2612.6	1134.71	2
0 0 81	10	74	2	1.45838	2.2361	210045	138630	2
0 0 81	11	152.5	3	1.07279	1.74277	534702	304329	2
0 1 81	11	90.5	3	1.22502	2.44217	374287	187205	2
0 1 82	3	94.5	2	-68.5857	-inf	527670	529590	2
0 0 83	14	48	1	10.0401	10.0401	1267.19	203.358	1
0 1 83	3	107.5	2	-2.04106	-inf	141659	158916	2
0 0 84	16	88	3	1.3583	2.78606	310646	154973	2
0 0 84	19	127	3	1.3741	3.43268	510874	335467	2
0 0 84	6	46	3	1.17422	2.57986	51707.6	25811.7	3
0 1 84	4	173	3	-2.28391	-inf	4570.76	2947.76	3
0 1 85	3	85.5	2	-1.68927	-inf	477.365	438.828	2
0 0 86	6	47.5	3	1.39659	2.92299	88832.3	44397.3	3
0 0 86	12	101	3	1.21552	2.56683	544524	271764	3
0 0 86	22	120	3	1.30956	2.51096	540044	269339	2
0 0 86	10	62.5	3	1.45687	3.95969	154416	76958	3
0 0 86	10	81	2	1.13062	1.72479	235197	117677	2
0 0 86	7	49	3	1.32696	3.4687	99886.6	49874.5	3
0 0 86	6	42.5	3	1.09309	2.1942	95028.3	47477.5	3
0 0 86	6	39	3	1.08457	2.55026	73553.3	36766.5	3
0 1 86	12	104.5	3	1.30324	4.40802	536659	354464	2
0 0 87	8	59	3	1.33285	2.35918	131869	65754.5	3
0 0 87	7	90	2	1.14852	1.51708	94920.2	54301.8	2
0 1 87	3	115.5	2	-5.04496	-inf	22497.2	23607.5	2
0 1 88	3	115.5	2	-1.47035	-inf	58263.5	68055.6	2
0 0 89	18	112	2	1.61795	2.55641	395712	260931	2
0 1 89	2	79	1	-inf	-inf	3006.15	5997.74	1
0 1 90	3	106.5	2	-9.34488	-inf	203818	209255	2
0 1 91	3	121	2	-54.584	-inf	242932	244042	2
0 0 92	89	76	9	-88.5477	9.47623	7145.52	302.879	7
0 0 92	11	77.5	2	1.43749	2.05843	209294	138022	2
0 0 92	9	49	2	1.38361	2.21925	98312.7	49216	2
0 1 92	22	126	2	1.48516	2.54516	483215	318277	2
0 0 93	6	65.5	2	1.21791	2.0519	163051	107966	2
0 0 93	13	85	3	1.30741	2.75815	287740	143952	2
0 1 93	2	60.5	1	-inf	-inf	2092.27	4124.54	1
0 0 94	13	89	3	1.20633	2.61841	446520	222834	3
0 0 94	29	100.5	3	1.46202	2.72105	439988	268943	2
0 0 94	85	135.5	3	1.20212	2.34699	730047	361659	3
0 1 94	3	85.5	2	-inf	-inf	1039.35	1026.97	1
0 0 95	9	70.5	3	1.11812	1.79746	179500	89996.1	2
0 0 95	7	48	3	1.31808	2.78846	71038.5	35460.1	3
0 0 95	9	70.5	3	1.08425	1.80289	237369	118468	3
0 1 95	2	66	1	-inf	-inf	233.806	460.307	1
0 0 96	6	67.5	3	1.18638	2.65539	174679	113867	2
0 1 96	3	103	2	-6.47006	-inf	26105.5	27110	2
0 0 97	7	77	3	1.13925	2.24977	282368	141082	3
0 1 97	3	104	2	-1.20815	-inf	13315.9	16030.4	2
0 0 98	6	37	2	4.46374	7.58327	4835.33	3115.5	2
0 0 98	6	42.5	2	1.32479	2.4044	64857.3	43102.7	2
0 0 98	36	95	3	1.12933	6.147	823972	641039	1
0 0 98	14	33	2	3.69454	7.76939	3556.07	1618.45	2
0 1 98	7	48	3	1.26315	2.27024	63008.1	31514.6	2
0 1 99	3	189	2	-1.45987	-inf	285530	230958	2
1 0 100	7	52.5	1	4.79694	4.79694	1650.21	2132.81	1
0 0 100	16	135.5	3	1.29956	2.1463	617170	307180	3
0 0 100	16	102	3	1.31284	2.70943	384506	192150	2
0 0 100	9	75.5	3	1.10921	2.28219	379040	189390	3
0 1 100	3	80.5	2	-inf	-inf	3160.71	3158.35	1
0 0 101	5	40.5	2	7.08533	-469.058	567.34	378.559	1
0 0 101	33	153.5	3	1.08022	1.83556	818279	405307	2
0 0 101	8	64	3	1.14862	2.67769	283162	141517	3
0 0 101	9	56	2	1.38747	2.32005	96681	63368.3	2
0 0 101	32	111	3	1.60925	-5.3325	751410	353899	2
0 1 101	2	1.66396e+24	45195451263656	-inf	0	1089.09	2174.85	1
0 0 102	8	87.5	2	1.33308	1.46706	100072	49776.2	3
0 1 102	3	90.5	2	-2.19983	-inf	28021.6	31188.9	2
0 0 103	6	76.5	2	1.29055	1.40251	32055.9	15991.4	2
0 0 103	6	65.5	2	1.45958	2.13856	100426	66365.6	2
0 1 103	20	115.5	3	1.29169	2.66837	555719	276980	2
0 1 104	3	93	2	-0.984306	-inf	134210	167409	2
0 1 105	3	105.5	2	-20.5377	-inf	234010	236849	2
0 0 106	6	103	1	6.94751	6.94751	667.756	235.924	2
0 0 106	61	159	3	1.28243	3.10741	968302	480608	3
0 0 106	12	68.5	2	1.79955	2.55616	172851	111406	2
0 0 106	6	41	3	1.44296	6.55382	69017.7	34476.9	2
0 0 106	89	94	3	1.67288	5.04642	606034	298807	3
0 1 106	12	110	3	1.22056	2.8128	746515	372818	3
0 0 107	24	56	2	4.83242	8.86238	4754.48	1702.58	2
0 0 107	6	48.5	3	1.22405	3.13078	55717.6	27815.6	2
0 0 107	11	101	2	1.31513	2.50184	711964	473553	2
0 0 107	7	63.5	2	1.3421	2.8183	126838	84062.3	2
0 1 107	2	71.5	1	-inf	-inf	9480.68	18954.3	1
0 0 108	61	153.5	3	1.27154	2.6557	984738	489000	3
0 0 108	10	103.5	2	1.25442	2.09269	516757	342556	2
0 0 108	6	40	2	1.34777	2.42493	67146.1	44543.6	2
0 1 108	17	88.5	2	1.98973	4.2867	187780	122769	2
0 1 109	3	99	2	-0.838888	-inf	31437.7	40364.6	2
0 0 110	13	96	3	1.13154	2.14844	550596	274825	3
0 1 110	2	67	1	-inf	-inf	18034.1	35994	1
0 0 111	12	83.5	3	1.37716	2.73097	247051	123147	2
0 0 111	12	134.5	2	1.22593	1.76825	306321	201797	2
0 1 111	2	58.5	1	-inf	-inf	182337	364667	1
0 0 112	5	39.5	2	3.97945	6.1572	593.674	237.7	1
0 1 112	41	148.5	3	1.43322	2.87123	951710	473256	2
0 0 113	8	93.5	5	1.121	3.62325	244438	121950	3
0 1 113	3	110	2	-22.4157	-inf	170033	171915	2
0 1 114	3	89	2	-inf	-inf	1582.79	1570.75	1
0 0 115	21	102	2	1.52601	2.27313	332108	218109	2
0 0 115	6	39.5	2	1.15847	2.06548	83731.3	54864.3	2
0 0 115	14	98	3	1.34929	2.35106	547703	272187	3
0 0 115	13	94.5	3	1.26942	2.606	405340	202870	2
0 0 115	6	47.5	2	1.32586	2.753	102305	51285.6	2
0 1 115	2	41	1	-inf	-inf	390.935	756.711	1
0 0 116	10	63	2	1.39734	2.21387	107908	70927.6	2
0 0 116	25	105.5	2	1.51242	2.61865	351317	230918	2
0 1 116	6	47	3	1.3923	3.92686	89046.6	44488.9	3
0 1 117	2	78.5	1	-inf	-inf	3839.01	7569.52	1
0 0 118	12	84	3	1.20403	2.46771	400082	200097	2
0 0 118	8	58.5	2	1.29849	2.1114	89915.5	59293.3	2
0 0 118	8	73	3	1.19981	1.90831	232434	116029	3
0 1 118	10	74.5	2	1.37658	2.06231	163701	82235.8	2
0 0 119	48	147.5	3	1.26742	2.82213	977149	485995	3
0 0 119	7	57.5	2	1.28174	2.56437	98922.6	65378.8	2
0 0 119	28	135.5	2	1.54862	2.6788	622021	398500	2
0 1 119	9	54.5	3	1.2761	2.39966	118761	59090.3	3
0 0 120	67	129.5	2	1.35996	2.1904	505482	328770	2
0 0 120	18	79	3	1.42151	2.58495	249149	123202	2
0 0 120	17	117	3	1.25252	2.51147	518738	258799	2
0 0 120	6	46.5	2	1.11941	1.42575	72681.6	36549.6	2
0 1 120	8	79	3	1.39877	3.87449	271477	135658	3
0 1 121	3	99.5	2	-0.867054	-inf	4051.98	5184.46	2
0 0 122	12	82.5	3	1.2823	3.26267	390139	194612	3
0 0 122	11	74	2	1.44341	1.9628	219971	110541	2
0 1 122	3	85.5	2	243.29	-inf	334.505	330.661	1
0 1 123	8	109	2	1.30101	2.14323	122538	79498.7	2
1 0 124	68	81.5	1	4.22303	4.22303	19792.4	5600.84	5
0 0 124	16	92	3	1.51024	3.4827	352019	175527	2
0 0 124	9	84	3	1.10212	2.81082	437578	218653	3
0 1 124	2	77	1	-inf	-inf	7008.21	14010.8	1
0 0 125	27	95.5	2	1.69301	2.5513	330851	203313	2
0 0 125	6	38.5	2	1.41847	2.08244	53558.7	35442.6	2
0 0 125	6	39.5	3	1.09759	2.64885	72908.1	36448.1	3
0 0 125	6	53	3	1.11469	2.47557	83648	41810.8	3
0 1 125	2	61.5	1	-inf	-inf	30646.8	61285.9	1
0 1 126	3	90.5	2	-15.6268	-inf	440062	447080	2
0 1 127	2	76.5	1	-inf	-inf	49633.5	99252	1
0 0 128	7	76	3	1.13204	2.36588	248761	124286	3
0 0 128	7	104	2	1.0889	1.81023	100223	64614.7	2
0 0 128	6	38	2	1.47858	2.92004	35314.1	23472.2	2
0 0 128	11	74	2	1.57871	2.54554	148894	97804.7	2
0 1 128	3	1.82969e+24	45457946615267	-inf	0	2644.91	2641.19	1
0 0 129	21	110	3	1.55725	3.86107	437586	287186	2
0 1 129	2	76.5	1	-inf	-inf	724.266	1441.63	1
0 0 130	7	72.5	3	1.01869	1.57493	217195	108333	3
0 0 130	83	124.5	3	1.3007	2.96753	1.04111e+06	268976	40
0 1 130	2	73	1	-inf	-inf	12307.5	24607	1
0 0 131	15	77	2	1.78987	2.89461	216445	141577	2
0 0 131	14	125.5	3	1.11857	5.89996	1.09459e+06	866938	1
0 1 131	78	117	2	1.57397	2.55893	534685	348872	2
0 0 132	7	41.5	2	1.33519	2.27848	62148.4	31559.6	2
0 1 132	2	61	1	-inf	-inf	34639.5	69275.6	1
0 1 133	48	213.5	3	1.16724	1.82127	1.1267e+06	614195	2
0 1 134	3	110	2	525.187	-inf	1603.84	1601.58	1
0 1 135	3	105.5	2	-8.70613	-inf	64342	66174.5	2
0 0 136	11	80	2	1.39196	2.15103	188165	124050	2
0 1 136	3	109	2	-1.62634	-inf	38956.6	44738.8	2
0 0 137	10	55.5	2	4.93815	5.21451	1340.89	351.875	3
0 0 137	8	79	3	1.28358	3.96845	291495	145666	3
0 0 137	6	42.5	2	1.47007	2.34146	69387.2	45999.8	2
0 0 137	13	125	2	1.35684	2.28388	479610	317628	2
0 0 137	14	127	3	1.15203	2.19736	806144	402377	3
0 1 137	2	66.5	1	-inf	-inf	10081.6	20142.9	1
0 0 138	31	68.5	3	3.01099	14.6473	206960	69621.6	2
0 0 138	6	54	3	1.0669	1.70114	75076.4	37475.3	3
0 1 138	2	77	1	-inf	-inf	33794.2	67577.7	1
0 1 139	20	101.5	3	1.35118	2.70029	467424	276742	2
0 1 140	3	120.5	2	-3.27762	-inf	153333	165004	2
0 0 141	6	42	2	1.19527	1.85779	48001.2	31720.3	2
0 1 141	2	70.5	1	-inf	-inf	33399.9	66747.3	1
0 0 142	13	112	3	1.08297	2.12885	442659	220265	3
0 1 142	2	57	1	-inf	-inf	186318	372631	1
1 0 143	90	70.5	2	8.64085	8.29732	7371.26	647.275	2
0 1 143	3	103	2	-0.697291	-inf	6369.82	8552.34	2
0 0 144	13	120.5	3	1.18194	1.55058	303688	144696	3
0 0 144	6	59	3	1.21974	2.28867	165460	82641.5	3
0 0 144	7	77.5	2	1.23593	2.02045	297748	197574	2
0 1 144	3	110	2	-1.08705	-inf	12966.2	15895	2
0 0 145	6	70.5	3	1.22072	3.45961	170968	85456.9	3
0 1 145	43	144.5	3	1.70429	5.67034	837788	544578	2
0 0 146	20	130	3	1.45158	3.04204	456538	297863	2
0 0 146	35	75.5	3	2.28653	26.4575	282381	137629	3
0 0 146	6	67	2	1.33669	2.12043	97115.5	63316.3	2
0 0 146	9	54.5	3	1.52411	2.45863	100463	49916.5	3
0 0 146	9	62.5	2	1.30379	1.80785	134314	67154.8	2
0 0 146	12	80	3	1.3803	2.56334	308421	153935	2
0 1 146	5	31	1	1.72665	1.72665	29035	28984.7	1
0 0 147	7	47.5	2	1.49987	2.84286	94320.2	47251.5	2
0 1 147	3	158	2	20.6072	1.25948	90513.9	49916.5	184467440734751
0 0 148	7	63	3	1.18374	2.87698	183448	91593.7	3
0 0 148	7	71	2	1.12916	1.78936	183492	121622	2
0 1 148	3	199.5	2	-1.40852	-inf	11354.9	13347.3	2
0 1 149	3	187	2	-0.361104	-inf	79767.1	127582	2
0 0 150	15	76.5	2	1.38159	2.24041	299658	196982	2
0 1 150	2	73.5	1	-inf	-inf	3361.27	6717.52	1
